payload,label
"GET /wishlist/items HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""user_id"": 5}",0
"GET /payment/status HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""payment_id"": 1001}",0
"GET /address/list HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""user_id"": 12}",0
"GET /inventory/check HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""product_id"": 10}",0
"GET /user/notifications HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""user_id"": 15}",0
"GET /order/summary HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""order_id"": 205}",0
"GET /product/price HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""product_id"": 25}",0
GET /coupon/list HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json,0
"PATCH /user/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""first_name"": ""John"", ""last_name"": ""Doe"", ""token"": ""abc123xyz""}",0
"PATCH /order/update_shipping HTTP/1.1\nContent-Type: application/json\n{""order_id"": 1001, ""shipping_address"": {""line_1"": ""123 New St"", ""city"": ""NY"", ""zipcode"": ""10002"", ""country"": ""USA""}, ""token"": ""abc123xyz""}",0
"PATCH /product/modify HTTP/1.1\nContent-Type: application/json\n{""product_id"": 30, ""price"": 99.99, ""stock_quantity"": 200, ""token"": ""abc123xyz""}",0
"PATCH /cart/update_quantity HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 15, ""product_id"": 25, ""quantity"": 3, ""token"": ""abc123xyz""}",0
"PATCH /payment/update_status HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 333, ""status"": ""confirmed"", ""token"": ""abc123xyz""}",0
"PATCH /product/details HTTP/1.1\nContent-Type: application/json\n{""product_id"": 50, ""description"": ""Updated description"", ""token"": ""abc123xyz""}",0
"PATCH /order/add_items HTTP/1.1\nContent-Type: application/json\n{""order_id"": 555, ""product_id"": 25, ""quantity"": 2, ""token"": ""abc123xyz""}",0
"PATCH /user/reset_password HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""new_password"": ""newpassword123"", ""token"": ""abc123xyz""}",0
"PATCH /order/modify_quantity HTTP/1.1\nContent-Type: application/json\n{""order_id"": 102, ""product_id"": 5, ""new_quantity"": 3, ""token"": ""abc123xyz""}",0
"PATCH /inventory/update HTTP/1.1\nContent-Type: application/json\n{""product_id"": 100, ""quantity"": 150, ""token"": ""abc123xyz""}",0
"PATCH /discount/update_percentage HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 10, ""new_percentage"": 25, ""token"": ""abc123xyz""}",0
"PATCH /user/subscribe_newsletter HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""subscribe"": true, ""token"": ""abc123xyz""}",0
"PATCH /notification/preferences HTTP/1.1\nContent-Type: application/json\n{""user_id"": 18, ""preferences"": {""email"": false, ""sms"": true}, ""token"": ""abc123xyz""}",0
"PATCH /payment/update HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 450, ""method"": ""credit_card"", ""status"": ""pending"", ""token"": ""abc123xyz""}",0
"PATCH /product/update_details HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10, ""details"": ""Updated product details"", ""token"": ""abc123xyz""}",0
"PATCH /cart/remove_item HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 15, ""product_id"": 50, ""token"": ""abc123xyz""}",0
